"STATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT11"
"US1DCDC0009","2020-04-06","0.00",,,,,,,,
"US1DCDC0009","2020-04-07","0.00",,,,,,,,
"US1DCDC0009","2020-04-21","0.00",,,,,,,,
"US1DCDC0009","2020-04-22","0.00",,,,,,,,
"US1DCDC0009","2020-04-23","0.00",,,,,,,,
"US1DCDC0009","2020-04-24","1.32",,,,,,,,
"US1DCDC0009","2020-04-25","0.08",,,,,,,,
"US1DCDC0009","2020-04-26","0.29",,,,,,,,
"US1DCDC0009","2020-04-27","0.14",,,,,,,,
"US1DCDC0009","2020-04-28","0.00",,,,,,,,
"US1DCDC0009","2020-04-29","0.03",,,,,,,,
"US1DCDC0009","2020-04-30","0.01",,,,,,,,
"US1DCDC0009","2020-05-01","1.17",,,,,,,,
"US1DCDC0009","2020-05-02","0.06",,,,,,,,
"US1DCDC0009","2020-05-03","0.00",,,,,,,,
"US1DCDC0009","2020-05-04","1.17",,,,,,,,
"US1DCDC0009","2020-05-05","0.00",,,,,,,,
"US1DCDC0009","2020-05-07",,,,,,,,,
"US1DCDC0009","2020-05-08","0.00",,,,,,,,
"US1DCDC0009","2020-05-09","0.12",,,,,,,,
"US1DCDC0009","2020-05-12","0.00",,,,,,,,
"US1DCDC0009","2020-05-13","0.00",,,,,,,,
"US1DCDC0009","2020-05-14","0.00",,,,,,,,
"US1DCDC0009","2020-05-15","0.01",,,,,,,,
"US1DCDC0009","2020-05-16","0.00",,,,,,,,
"US1DCDC0009","2020-05-17","0.00",,,,,,,,
"US1DCDC0009","2020-05-18","0.00",,,,,,,,
"US1DCDC0009","2020-05-19","0.00",,,,,,,,
"US1DCDC0009","2020-05-20","0.00",,,,,,,,
"US1DCDC0009","2020-05-21","0.00",,,,,,,,
"US1DCDC0009","2020-05-22","0.16",,,,,,,,
"US1DCDC0009","2020-05-23","0.77",,,,,,,,
"US1DCDC0009","2020-05-24","0.00",,,,,,,,
"US1DCDC0009","2020-05-25","0.00",,,,,,,,
"US1DCDC0009","2020-05-26","0.00",,,,,,,,
"US1DCDC0009","2020-05-27","0.00",,,,,,,,
"US1DCDC0009","2020-05-28","0.01",,,,,,,,
"US1DCDC0009","2020-05-29","0.06",,,,,,,,
"US1DCDC0009","2020-05-30","0.01",,,,,,,,
"US1DCDC0009","2020-05-31","0.00",,,,,,,,
"US1DCDC0009","2020-06-01","0.00",,,,,,,,
"US1DCDC0009","2020-06-02","0.00",,,,,,,,
"US1DCDC0009","2020-06-03","0.00",,,,,,,,
"US1DCDC0009","2020-06-04","0.24",,,,,,,,
"US1DCDC0009","2020-06-05","0.82",,,,,,,,
"US1DCDC0009","2020-06-06","1.03",,,,,,,,
"US1DCDC0009","2020-06-07","0.00",,,,,,,,
"US1DCDC0009","2020-06-08","0.00",,,,,,,,
"US1DCDC0009","2020-06-09","0.00",,,,,,,,
"US1DCDC0009","2020-06-10","0.00",,,,,,,,
"US1DCDC0009","2020-06-11","0.24",,,,,,,,
"US1DCDC0009","2020-06-14",,,,,,,,,
"US1DCDC0009","2020-06-15","0.00",,,,,,,,
"US1DCDC0009","2020-06-16","0.00",,,,,,,,
"US1DCDC0009","2020-06-17","0.00",,,,,,,,
"US1DCDC0009","2020-06-18","0.66",,,,,,,,
"US1DCDC0009","2020-06-19","0.00",,,,,,,,
"US1DCDC0009","2020-06-20","0.05",,,,,,,,
"US1DCDC0009","2020-06-21","0.62",,,,,,,,
"US1DCDC0009","2020-06-22","0.02",,,,,,,,
"US1DCDC0009","2020-06-23","0.00",,,,,,,,
"US1DCDC0009","2020-06-24","0.00",,,,,,,,
"US1DCDC0009","2020-06-25","0.00",,,,,,,,
"US1DCDC0009","2020-06-26","0.00",,,,,,,,
"US1DCDC0009","2020-06-27","0.00",,,,,,,,
"US1DCDC0009","2020-06-28","0.09",,,,,,,,
"US1DCDC0009","2020-06-29","0.00",,,,,,,,
"US1DCDC0009","2020-06-30","0.00",,,,,,,,
"US1DCDC0009","2020-07-01","0.00",,,,,,,,
"US1DCDC0009","2020-07-02","0.00",,,,,,,,
"US1DCDC0009","2020-07-03","0.00",,,,,,,,
"US1DCDC0009","2020-07-04","0.00",,,,,,,,
"US1DCDC0009","2020-07-05","0.00",,,,,,,,
"US1DCDC0009","2020-07-06","0.01",,,,,,,,
"US1DCDC0009","2020-07-07","2.66",,,,,,,,
"US1DCDC0009","2020-07-08","0.01",,,,,,,,
"US1DCDC0009","2020-07-09","0.00",,,,,,,,
"US1DCDC0009","2020-07-10","0.01",,,,,,,,
"US1DCDC0009","2020-07-11","0.00",,,,,,,,
"US1DCDC0009","2020-07-12","0.01",,,,,,,,
"US1DCDC0009","2020-07-13","0.01",,,,,,,,
"US1DCDC0009","2020-07-14","0.13",,,,,,,,
"US1DCDC0009","2020-07-15","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-16","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-17","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-18","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-19","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-20","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-21","0.01",,,,,,,,
"US1DCDC0009","2020-07-22","0.26",,,,,,,,
"US1DCDC0009","2020-07-23","0.59",,,,,,,,
"US1DCDC0009","2020-07-24","1.57",,,,,,,,
"US1DCDC0009","2020-07-25","0.15",,,,,,,,
"US1DCDC0009","2020-07-26","0.00",,,,,,,,
"US1DCDC0009","2020-07-27","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-28","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-29","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-30","0.00","0.0",,,,,,,
"US1DCDC0009","2020-07-31","0.23",,,,,,,,
"US1DCDC0009","2020-08-01","0.06",,,,,,,,
"US1DCDC0009","2020-08-02","0.00",,,,,,,,
"US1DCDC0009","2020-08-03","0.11",,,,,,,,
"US1DCDC0009","2020-08-04","1.68",,,,,,,,
"US1DCDC0009","2020-08-05","2.03",,,,,,,,
"US1DCDC0009","2020-08-06","0.40",,,,,,,,
"US1DCDC0009","2020-08-07","0.31",,,,,,,,
"US1DCDC0009","2020-08-08","0.14",,,,,,,,
"US1DCDC0009","2020-08-09","0.00",,,,,,,,
"US1DCDC0009","2020-08-10","0.23",,,,,,,,
"US1DCDC0009","2020-08-11","0.00","0.0",,,,,,,
"US1DCDC0009","2020-08-12","0.22",,,,,,,,
"US1DCDC0009","2020-08-13","0.13",,,,,,,,
"US1DCDC0009","2020-08-14","0.79",,,,,,,,
"US1DCDC0009","2020-08-15","0.01",,,,,,,,
"US1DCDC0009","2020-08-16","1.24",,,,,,,,
"US1DCDC0009","2020-08-17","0.07",,,,,,,,
"US1DCDC0009","2020-08-18","0.07",,,,,,,,
"US1DCDC0009","2020-08-19","0.05",,,,,,,,
"US1DCDC0009","2020-08-20","0.11",,,,,,,,
"US1DCDC0009","2020-08-21","0.00","0.0",,,,,,,
"US1DCDC0009","2020-08-22","0.01",,,,,,,,
"US1DCDC0009","2020-08-23","0.00",,,,,,,,
"US1DCDC0009","2020-08-24","0.00","0.0",,,,,,,
"US1DCDC0009","2020-08-25","0.05",,,,,,,,
"US1DCDC0009","2020-08-26","0.02",,,,,,,,
"US1DCDC0009","2020-08-27","0.00","0.0",,,,,,,
"US1DCDC0009","2020-08-28","0.00","0.0",,,,,,,
"US1DCDC0009","2020-08-29","2.11",,,,,,,,
"US1DCDC0009","2020-08-30","0.33",,,,,,,,
"US1DCDC0009","2020-08-31","0.00",,,,,,,,
"US1DCDC0009","2020-09-04","0.65",,,,,,,,
"US1DCDC0009","2020-09-05","0.00",,,,,,,,
"US1DCDC0009","2020-09-06","0.00",,,,,,,,
"US1DCDC0009","2020-09-07","0.00",,,,,,,,
"US1DCDC0009","2020-09-08","0.00",,,,,,,,
"US1DCDC0009","2020-09-09","0.00",,,,,,,,
"US1DCDC0009","2020-09-10","0.89",,,,,,,,
"US1DCDC0009","2020-09-11","2.68",,,,,,,,
"US1DCDC0009","2020-09-12","0.03",,,,,,,,
"US1DCDC0009","2020-09-13","0.00",,,,,,,,
"US1DCDC0009","2020-09-14","0.00",,,,,,,,
"US1DCDC0009","2020-09-15","0.00",,,,,,,,
"US1DCDC0009","2020-09-16","0.00",,,,,,,,
"US1DCDC0009","2020-09-17","0.00",,,,,,,,
"US1DCDC0009","2020-09-18","0.37",,,,,,,,
"US1DCDC0009","2020-09-19","0.00",,,,,,,,
"US1DCDC0009","2020-09-20","0.00",,,,,,,,
"US1DCDC0009","2020-09-21","0.00",,,,,,,,
"US1DCDC0009","2020-09-22","0.00",,,,,,,,
"US1DCDC0009","2020-09-23","0.00",,,,,,,,
"US1DCDC0009","2020-09-24","0.00",,,,,,,,
"US1DCDC0009","2020-09-25","0.00",,,,,,,,
"US1DCDC0009","2020-09-26","0.65",,,,,,,,
"US1DCDC0009","2020-09-27","0.09",,,,,,,,
"US1DCDC0009","2020-09-28","0.01",,,,,,,,
"US1DCDC0009","2020-09-29","0.00",,,,,,,,
"US1DCDC0009","2020-10-01","0.00",,,,,,,,
"US1DCDC0009","2020-10-02","0.12",,,,,,,,
"US1DCDC0009","2020-10-09","0.00",,,,,,,,
"US1DCDC0009","2020-10-10","0.00",,,,,,,,
"US1DCDC0009","2020-10-11","0.00",,,,,,,,
"US1DCDC0009","2020-10-12","1.45",,,,,,,,
"US1DCDC0009","2020-10-24","0.00",,,,,,,,
"US1DCDC0009","2021-03-06","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-07","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-08","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-09","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-10","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-11","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-12","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-13","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-14","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-15","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-16","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-17","0.00",,,,,,,,
"US1DCDC0009","2021-03-18","0.20",,,,,,,,
"US1DCDC0009","2021-03-19","0.25",,,,,,,,
"US1DCDC0009","2021-03-20","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-21","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-22","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-23","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-25",,,,,,,,,
"US1DCDC0009","2021-03-26","0.00",,,,,,,,
"US1DCDC0009","2021-03-27","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-30","0.00","0.0",,,,,,,
"US1DCDC0009","2021-03-31","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-01","1.04",,,,,,,,
"US1DCDC0009","2021-04-02","0.00",,,,,,,,
"US1DCDC0009","2021-04-03","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-04","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-05","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-06","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-07","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-08","0.02",,,,,,,,
"US1DCDC0009","2021-04-09","0.52",,,,,,,,
"US1DCDC0009","2021-04-10","0.01",,,,,,,,
"US1DCDC0009","2021-04-11","0.15",,,,,,,,
"US1DCDC0009","2021-04-26","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-27","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-28","0.00","0.0",,,,,,,
"US1DCDC0009","2021-04-29","0.00",,,,,,,,
"US1DCDC0009","2021-04-30","0.02",,,,,,,,
"US1DCDC0009","2021-05-01","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-02","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-03","0.02",,,,,,,,
"US1DCDC0009","2021-05-04","0.09",,,,,,,,
"US1DCDC0009","2021-05-05","0.40",,,,,,,,
"US1DCDC0009","2021-05-06","0.03",,,,,,,,
"US1DCDC0009","2021-05-07","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-09",,,,,,,,,
"US1DCDC0009","2021-05-10","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-11","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-13","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-14","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-15","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-16","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-17","0.00",,,,,,,,
"US1DCDC0009","2021-05-18","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-19","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-20","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-21","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-22","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-23","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-24","0.07",,,,,,,,
"US1DCDC0009","2021-05-25","0.28",,,,,,,,
"US1DCDC0009","2021-05-26","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-27","0.77",,,,,,,,
"US1DCDC0009","2021-05-28","0.00","0.0",,,,,,,
"US1DCDC0009","2021-05-29","1.58",,,,,,,,
"US1DCDC0009","2021-05-30","0.79",,,,,,,,
"US1DCDC0009","2021-05-31","0.00",,,,,,,,
"US1DCDC0009","2021-06-01","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-02","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-03","0.05",,,,,,,,
"US1DCDC0009","2021-06-04","0.04",,,,,,,,
"US1DCDC0009","2021-06-05","0.00",,,,,,,,
"US1DCDC0009","2021-06-06","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-07","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-08","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-09","0.20",,,,,,,,
"US1DCDC0009","2021-06-10","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-11","1.02",,,,,,,,
"US1DCDC0009","2021-06-12","1.10",,,,,,,,
"US1DCDC0009","2021-06-13","0.00",,,,,,,,
"US1DCDC0009","2021-06-14","0.01",,,,,,,,
"US1DCDC0009","2021-06-15","1.87",,,,,,,,
"US1DCDC0009","2021-06-16","0.00",,,,,,,,
"US1DCDC0009","2021-06-17","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-18","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-19","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-20","0.08",,,,,,,,
"US1DCDC0009","2021-06-21","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-22","0.00",,,,,,,,
"US1DCDC0009","2021-06-23","0.35",,,,,,,,
"US1DCDC0009","2021-06-24","0.00","0.0",,,,,,,
"US1DCDC0009","2021-06-25","0.00","0.0",,,,,,,
"US1DCDC0009","2021-09-21","0.00","0.0",,,,,,,
"US1DCDC0009","2021-09-23",,,,,,,,,
"US1DCDC0009","2021-09-24","0.12",,,,,,,,
"US1DCDC0009","2021-09-25","0.00","0.0",,,,,,,
"US1DCDC0009","2021-09-26","0.00","0.0",,,,,,,
"US1DCDC0009","2021-09-27","0.00","0.0",,,,,,,
"US1DCDC0009","2021-09-28","0.00","0.0",,,,,,,
"US1DCDC0009","2021-09-29","0.00","0.0",,,,,,,
"US1DCDC0009","2021-09-30","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-01","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-02","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-03","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-04","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-05","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-13","0.09",,,,,,,,
"US1DCDC0009","2021-10-14","0.00",,,,,,,,
"US1DCDC0009","2021-10-15","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-16","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-17","0.32",,,,,,,,
"US1DCDC0009","2021-10-18","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-19","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-20","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-21","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-22","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-23","0.00","0.0",,,,,,,
"US1DCDC0009","2021-10-25",,,,,,,,,
"US1DCDC0009","2021-10-26","1.67",,,,,,,,
"US1DCDC0009","2021-10-27","0.00",,,,,,,,
"US1DCDC0009","2021-10-29","0.11",,,,,,,,
"US1DCDC0009","2021-10-30","1.13",,,,,,,,
